asset_1	asset_2	hedge_ratio
ADABTC	AGIBTC	-2.4546616862990485
ADABTC	APPCBTC	3.127704674849888
ADABTC	ARDRBTC	0.3888915887252867
ADABTC	BCNBTC	0.04011606534899779
ADABTC	BLZBTC	2.3088854822966134
ADABTC	CHATBTC	0.518035298854456
ADABTC	CLOAKBTC	40.68106905201292
ADABTC	CMTBTC	0.5515028127834113
ADABTC	CNDBTC	0.3480324275103168
ADABTC	CVCBTC	1.0649285312555237
ADABTC	DATABTC	0.3448379015459916
ADABTC	DENTBTC	0.011918051849992868
ADABTC	DOCKBTC	-0.1302723192071533
ADABTC	ELFBTC	3.1641700355128397
ADABTC	GNTBTC	2.4490875448991285
ADABTC	HCBTC	42.68713221690055
ADABTC	HOTBTC	-0.01141696749872471
ADABTC	INSBTC	5.746982661948953
ADABTC	IOSTBTC	0.19272925922483802
ADABTC	IOTXBTC	0.07484530071307834
ADABTC	LOOMBTC	2.4436411655593635
ADABTC	MFTBTC	0.017753877422581183
ADABTC	NANOBTC	10.823815278529436
ADABTC	NASBTC	14.075480872030338
ADABTC	NCASHBTC	0.20380155768888455
ADABTC	NPXSBTC	0.01674828025831953
ADABTC	NXSBTC	7.759768657641561
ADABTC	PIVXBTC	9.029184978078145
ADABTC	POLYBTC	-2.29458901701217
ADABTC	QKCBTC	-0.4916642349676162
ADABTC	RLCBTC	3.4967889948615016
ADABTC	SKYBTC	37.056256987041984
ADABTC	STEEMBTC	12.872693250749625
ADABTC	THETABTC	0.966381474860988
ADABTC	TNBBTC	0.22393969341527187
ADABTC	VIABTC	7.658124988684085
ADABTC	VIBEBTC	1.402730729671677
ADABTC	WPRBTC	0.45017523578001617
ADABTC	XLMBTC	0.1702947123158733
ADABTC	ZILBTC	0.5222303995600505
ADXBTC	AGIBTC	-0.5645293644649512
ADXBTC	APPCBTC	0.8062785139818093
ADXBTC	ARDRBTC	0.2245882481496024
ADXBTC	BCNBTC	0.01154765980237014
ADXBTC	BRDBTC	0.4837458319843389
ADXBTC	CHATBTC	0.15336142940935127
ADXBTC	CLOAKBTC	14.869115250974755
ADXBTC	CVCBTC	0.41066226896476654
ADXBTC	DATABTC	0.1838663398837838
ADXBTC	DCRBTC	169.32253996944877
ADXBTC	DENTBTC	0.008446576757004299
ADXBTC	DOCKBTC	0.0911049047934768
ADXBTC	EDOBTC	0.9700711182652272
ADXBTC	GNTBTC	0.8055425777358638
ADXBTC	GOBTC	1.8948659680580344
ADXBTC	HOTBTC	0.1373471380864719
ADXBTC	INSBTC	1.7748417042987743
ADXBTC	IOTXBTC	0.06292502235886584
ADXBTC	KEYBTC	0.058721944568710924
ADXBTC	LOOMBTC	0.6407862698577138
ADXBTC	LUNBTC	15.647557617219794
ADXBTC	MFTBTC	0.0499799729676176
ADXBTC	NANOBTC	6.7362906887655125
ADXBTC	NASBTC	-399.61351070293915
ADXBTC	NAVBTC	1.352901223484073
ADXBTC	NPXSBTC	0.008573340774189267
ADXBTC	NXSBTC	2.201733996453768
ADXBTC	PHXBTC	0.2922084493309706
ADXBTC	PIVXBTC	4.053109697674191
ADXBTC	POLYBTC	-11.586687448279314
ADXBTC	QKCBTC	-0.3327171353066965
ADXBTC	QLCBTC	0.18103214116524585
ADXBTC	RLCBTC	0.5769480653568692
ADXBTC	RPXBTC	0.1610013743644684
ADXBTC	RVNBTC	0.3954090294951933
ADXBTC	SCBTC	0.02819488527200813
ADXBTC	SKYBTC	12.27373597805676
ADXBTC	STEEMBTC	3.23556748434386
ADXBTC	SYSBTC	0.5361561282576046
ADXBTC	THETABTC	0.3462910843152497
ADXBTC	TRIGBTC	1.811353877504695
ADXBTC	VIABTC	1.839852168591644
ADXBTC	VIBEBTC	0.3921021709670941
ADXBTC	WINGSBTC	0.49679324856791796
ADXBTC	WPRBTC	0.14892655030323326
ADXBTC	XLMBTC	0.04988738917931385
AEBTC	AGIBTC	-0.05069347557781289
AEBTC	ARDRBTC	0.024774074014765342
AEBTC	BCHABCBTC	2463.321803798656
AEBTC	BCHSVBTC	-865.7503555437372
AEBTC	BCNBTC	0.0022201295384198364
AEBTC	CLOAKBTC	2.6260850659631267
AEBTC	CVCBTC	0.06701067281416999
AEBTC	DATABTC	0.013360157266201805
AEBTC	DCRBTC	21.563000545058838
AEBTC	DENTBTC	0.0010080563930620337
AEBTC	DOCKBTC	0.010173819230152365
AEBTC	GOBTC	0.04729248111086888
AEBTC	IOTXBTC	0.010125780585325378
AEBTC	KEYBTC	0.01051095478649903
AEBTC	LOOMBTC	0.12562536137328026
AEBTC	MFTBTC	0.006243312351991015
AEBTC	MITHBTC	-0.3844520979308452
AEBTC	NASBTC	0.7318743801183182
AEBTC	NCASHBTC	0.012373625969839623
AEBTC	NPXSBTC	0.0013343656095488954
AEBTC	NXSBTC	-0.14608293563368294
AEBTC	PHXBTC	0.005568853972833324
AEBTC	POABTC	0.18924846901564224
AEBTC	QKCBTC	-0.02607658196815551
AEBTC	QLCBTC	0.02993714972650296
AEBTC	RENBTC	-2.3973579682800423
AEBTC	SCBTC	0.00591685957810325
AEBTC	SKYBTC	3.707701614853889
AEBTC	STORMBTC	0.014860911258464326
AEBTC	VETBTC	0.01986172245884402
AEBTC	WANBTC	2.2189048485638727
AEBTC	WPRBTC	0.031254995122734684
AEBTC	XEMBTC	0.0856044402287172
AGIBTC	CELRBTC	0.28768299620786103
AGIBTC	DATABTC	0.3745082990815781
AGIBTC	DENTBTC	0.008153026428022526
AGIBTC	FETBTC	4.256601636899561
AGIBTC	KEYBTC	0.12158457133428202
AGIBTC	MFTBTC	0.02762266963426101
AGIBTC	NPXSBTC	0.009421707444529751
AGIBTC	NXSBTC	2.443008002285476
AGIBTC	PHXBTC	0.09923474863856406
AGIBTC	SCBTC	0.026578738926277875
AIONBTC	AEBTC	0.6383749945802342
AIONBTC	AGIBTC	-0.1473436770476377
AIONBTC	ARDRBTC	0.0518554891447822
AIONBTC	BCHABCBTC	5157.414428570184
AIONBTC	BCHSVBTC	2280.784723365582
AIONBTC	BCNBTC	0.0030551771403798163
AIONBTC	CLOAKBTC	3.2963442781373726
AIONBTC	CVCBTC	0.09777642746788386
AIONBTC	DATABTC	0.018273870667002052
AIONBTC	DCRBTC	54.04233529963252
AIONBTC	DENTBTC	0.002347065152122677
AIONBTC	GNTBTC	0.19810866989535747
AIONBTC	INSBTC	0.4172834251898511
AIONBTC	IOSTBTC	0.010505373978086244
AIONBTC	IOTXBTC	0.013255904526381809
AIONBTC	KEYBTC	0.01807811742096497
AIONBTC	LOOMBTC	0.16038505363385974
AIONBTC	MFTBTC	0.006895329998021019
AIONBTC	MITHBTC	17.158730639318122
AIONBTC	NASBTC	2.9281738684849814
AIONBTC	NPXSBTC	0.003101598104376461
AIONBTC	NXSBTC	0.3850626304211829
AIONBTC	ONTBTC	2.4483093119447106
AIONBTC	PIVXBTC	1.3118496100463275
AIONBTC	QKCBTC	-0.05936536494801167
AIONBTC	RLCBTC	0.2943559602003936
AIONBTC	SCBTC	-0.01530602165870528
AIONBTC	SKYBTC	4.9964951715140495
AIONBTC	STEEMBTC	0.8240622950921622
AIONBTC	THETABTC	0.09174975099806718
AIONBTC	TRIGBTC	0.5739449850854556
AIONBTC	VETBTC	0.0290068691577694
AIONBTC	VIBEBTC	0.08460963660684011
AIONBTC	ZILBTC	0.030125386105637007
ALGOBTC	ARPABTC	0.05532135578483432
ALGOBTC	BANDBTC	-2.276684208630624
ALGOBTC	BEAMBTC	1.299151804114459
ALGOBTC	COCOSBTC	-0.002102856848122465
ALGOBTC	COSBTC	0.15264936491704292
ALGOBTC	CTXCBTC	-0.06506389613804807
ALGOBTC	DOGEBTC	-0.0005344063464448809
ALGOBTC	DUSKBTC	0.23533774975656405
ALGOBTC	MBLBTC	0.0025735861791764602
ALGOBTC	PERLBTC	-0.004873648148912538
ALGOBTC	SOLBTC	3.758252867273928
ALGOBTC	STXBTC	0.18886442267027448
ALGOBTC	TROYBTC	0.017587238198013572
ALGOBTC	WRXBTC	-0.3135240304564901
AMBBTC	ADABTC	0.7343094263204478
AMBBTC	AGIBTC	0.030356507772745563
AMBBTC	APPCBTC	1.8625754804316468
AMBBTC	ARDRBTC	0.09238502106447437
AMBBTC	ARNBTC	3.272536576165951
AMBBTC	BATBTC	0.372544492225184
AMBBTC	BCDBTC	66.61853293029202
AMBBTC	BCNBTC	0.017046217316913657
AMBBTC	BRDBTC	1.2203072127425694
AMBBTC	BTSBTC	0.4703502993188275
AMBBTC	CDTBTC	0.15147245166765932
AMBBTC	CHATBTC	0.17534227162288796
AMBBTC	CLOAKBTC	20.830230448511315
AMBBTC	CMTBTC	0.4423306426397705
AMBBTC	CNDBTC	0.27979926561859325
AMBBTC	CVCBTC	0.5432395138387788
AMBBTC	DATABTC	0.2305898072512605
AMBBTC	DENTBTC	0.013486198065452874
AMBBTC	DOCKBTC	0.11225811598212336
AMBBTC	EDOBTC	2.786986710297496
AMBBTC	GNTBTC	1.1783805116793489
AMBBTC	HOTBTC	0.0025762952567951057
AMBBTC	INSBTC	3.2558579337002445
AMBBTC	IOSTBTC	0.09214100146574128
AMBBTC	IOTXBTC	0.08980451589136335
AMBBTC	LENDBTC	0.21996950175294708
AMBBTC	LOOMBTC	0.9456207666412076
AMBBTC	MANABTC	0.05456163464327365
AMBBTC	MFTBTC	0.05408585261845556
AMBBTC	NANOBTC	5.592981363257122
AMBBTC	NASBTC	9.0895249544916
AMBBTC	NAVBTC	3.316862081028142
AMBBTC	NEBLBTC	29.4616165719034
AMBBTC	NPXSBTC	0.010964899757004608
AMBBTC	NXSBTC	2.792865435152168
AMBBTC	PHXBTC	0.12318113402788362
AMBBTC	PIVXBTC	7.3228740812977575
AMBBTC	POEBTC	0.12713963317672253
AMBBTC	QKCBTC	-0.030447672505897187
AMBBTC	RLCBTC	2.6568360651388043
AMBBTC	SCBTC	0.032610766132385616
AMBBTC	SKYBTC	17.845843271181508
AMBBTC	STEEMBTC	6.621699379164804
AMBBTC	TNBBTC	0.15791622907274366
AMBBTC	TNTBTC	0.2575849060168115
AMBBTC	TRIGBTC	4.091735121986633
AMBBTC	VIABTC	3.5701789141990488
AMBBTC	VIBEBTC	0.6986501852654523
AMBBTC	WPRBTC	0.2292293496892409
AMBBTC	XLMBTC	0.17882809410698086
AMBBTC	XZCBTC	92.05093428502106
ANKRBTC	COCOSBTC	0.6067817660219327
APPCBTC	AGIBTC	-0.969609155231354
APPCBTC	ARDRBTC	0.3505342676986801
APPCBTC	BCHSVBTC	-2574.846356855589
APPCBTC	BCNBTC	0.0200739868824508
APPCBTC	BLZBTC	0.9303468467734308
APPCBTC	CHATBTC	0.23006479782555986
APPCBTC	CLOAKBTC	22.97728007510681
APPCBTC	CVCBTC	0.7211783793182425
APPCBTC	DATABTC	0.2992916128406326
APPCBTC	DCRBTC	134.9499021114226
APPCBTC	DENTBTC	0.017318430932469743
APPCBTC	DOCKBTC	0.15432951486997856
APPCBTC	GNTBTC	1.2385534037251555
APPCBTC	INSBTC	2.702760841265885
APPCBTC	IOSTBTC	0.10688842441878248
APPCBTC	IOTXBTC	0.10178272144012124
APPCBTC	KEYBTC	0.10854727380287107
APPCBTC	LOOMBTC	1.04314343705377
APPCBTC	MFTBTC	0.0891735253510161
APPCBTC	MITHBTC	-3.4223926720432347
APPCBTC	NANOBTC	10.996580053349634
APPCBTC	NASBTC	12.716640643753411
APPCBTC	NPXSBTC	0.01409566440073268
APPCBTC	NXSBTC	3.5427053085279043
APPCBTC	ONTBTC	18.173627160000077
APPCBTC	PHXBTC	0.1478542301356338
APPCBTC	PIVXBTC	5.7070850861627
APPCBTC	QKCBTC	-0.16514113813411266
APPCBTC	QLCBTC	0.2839156369445909
APPCBTC	REPBTC	-838.7362171481268
APPCBTC	RLCBTC	5.854336433578677
APPCBTC	RPXBTC	0.23811027787770805
APPCBTC	SCBTC	0.05249157494907918
APPCBTC	SKYBTC	29.55593893546734
APPCBTC	STEEMBTC	5.660601972462577
APPCBTC	VIABTC	3.1462033106376746
APPCBTC	VIBEBTC	0.6101507134679572
APPCBTC	WPRBTC	0.2314032880942966
APPCBTC	ZILBTC	0.28937282491229205
ARDRBTC	BCHSVBTC	-6623.324080486457
ARDRBTC	CELRBTC	0.25231587997619553
ARDRBTC	DOCKBTC	0.2121057595621367
ARDRBTC	FETBTC	3.3020137636617815
ARDRBTC	FTMBTC	0.11936614616347585
ARDRBTC	ONGBTC	10.219083733171335
